ID,YEAR,VIN_1,VIN_2,VIN_3,VIN_15,VIN_16,VIN_17,ENGINE_VOLUME,FUEL_TYPE,BODY_TYPE,TYPE_OF_DRIVE,INTERIOR_TYPE,TRANSM_TYPE,AUTO_CONDITION,AVG_COST,ESTIM_COST
3665,8,5,U,X,6,8,7,3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Отличное,6687777.778,6060000
3666,10,S,J,N,6,3,1,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2407692.308,1818000
3667,11,W,V,W,9,7,9,2,Бензин,Седан,Передний привод,КОМБИНИРОВАННЫЙ,МКПП,Отличное,1952222.222,1925000
3668,14,4,T,1,8,9,6,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2513414.634,2048000
3669,15,S,J,N,1,6,6,2,Бензин,Универсал,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1147560.976,900000
3670,3,T,M,B,0,0,1,1.2,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,3183333.333,2900000
3671,1,Z,9,4,4,0,2,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,3352222.222,2970000
3672,9,S,J,N,4,1,4,2,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,3386585.366,3168000
3673,15,4,A,3,0,3,1,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1120512.821,791000
3674,8,S,B,1,6,6,3,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Хорошее,2780952.381,2100000
3675,7,W,V,W,0,3,4,1.4,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3887804.878,2874000
3676,9,T,M,B,8,7,0,1.6,Бензин,Универсал,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1765432.099,1000000
3677,10,J,T,E,4,0,3,4.7,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,7561904.762,6816000
3678,2,U,5,Y,1,8,6,2,Бензин-Газ,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,6132051.282,5372000
3679,14,S,B,1,8,8,2,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2144827.586,1932000
3680,2,Z,9,4,0,3,7,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,3308791.209,3060000
3681,10,W,B,A,6,5,5,2.5,Бензин,Седан,Полный привод,КОЖА,АКПП,Удовлетворительное,3277777.778,2936000
3682,3,X,W,7,4,0,6,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,6159340.659,6030000
3683,2,X,W,8,1,0,2,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3173170.732,2946000
3684,15,J,T,2,1,4,8,3,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2191666.667,1717000
3685,2,Z,8,N,3,0,3,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Отличное,6551578.947,5670000
3686,4,Z,9,4,5,6,4,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3107692.308,2506000
3687,15,W,F,0,5,6,5,2,Бензин,Хэтчбек/Лифтбек,Передний привод,КОЖА,АКПП,Удовлетворительное,1420481.928,1179000
3688,14,J,T,J,7,9,6,3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,3512790.698,3003000
3689,1,K,M,H,2,5,5,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,4950000,4212000
3690,14,1,Y,V,0,9,4,2.3,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,1824096.386,1704000
3691,7,J,T,N,5,6,2,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Отличное,4011578.947,3975000
3692,9,4,T,1,8,0,9,2.4,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3240476.19,2934000
3693,15,V,F,1,2,1,6,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1256410.256,955000
3694,8,K,M,H,1,7,7,2,Газ,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2360256.41,2045000
3695,4,Z,9,4,6,2,3,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Отличное,2679166.667,2514000
3696,17,W,D,B,4,9,1,2.8,Бензин,Седан,Задний привод,ВЕЛЮР,АКПП,Удовлетворительное,2006896.552,1700000
3697,3,T,M,B,0,2,8,1.2,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Хорошее,2627160.494,2500000
3698,10,J,M,B,2,4,8,1.3,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,1764197.531,1475000
3699,5,K,M,H,0,6,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,3547126.437,3105000
3700,11,W,B,A,0,2,7,2,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,3207407.407,2800000
3701,5,X,9,F,7,0,7,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Хорошее,2771910.112,2500000
3702,7,J,T,M,1,7,0,2,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,5367948.718,4267000
3703,1,Z,9,4,4,3,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,3266315.789,3015000
3704,11,J,T,E,4,7,7,3.3,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,4789743.59,3661000
3705,8,J,S,A,8,1,0,2.4,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,4249411.765,3653000
3706,3,S,J,N,5,7,3,1.6,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,4414634.146,3700000
3707,8,J,F,1,4,9,5,2.5,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,3863095.238,3900000
3708,6,4,S,4,6,1,0,2.5,Бензин,Универсал,Полный привод,КОЖА,АКПП,Хорошее,5298809.524,4849000
3709,4,X,U,F,1,9,4,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,2541666.667,2240000
3710,4,1,F,A,7,8,1,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3058227.848,2900000
3711,9,W,F,0,1,2,2,2,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,1858139.535,1800000
3712,5,X,W,8,7,8,5,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Хорошее,2747619.048,2300000
3713,15,W,B,A,6,1,7,3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,2996511.628,2734000
3714,5,Z,9,4,0,5,3,1.4,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2347674.419,2274000
3715,4,K,L,1,3,9,9,1.8,Бензин,Хэтчбек/Лифтбек,Передний привод,КОЖА,АКПП,Удовлетворительное,3013953.488,2305000
3716,6,W,D,D,2,9,0,3.5,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,9813953.488,9500000
3717,16,J,A,4,0,1,1,3,Бензин-Газ,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,2343373.494,1800000
3718,4,J,M,B,7,8,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3112345.679,2699000
3719,17,4,T,1,5,9,9,2.2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1751282.051,1400000
3720,13,J,T,E,2,8,7,2.7,Бензин-Газ,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Отличное,5570329.67,4994000
3721,5,J,T,M,8,9,2,4.7,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Отличное,12772941.18,12000000
3722,14,W,V,W,9,5,4,1.8,Бензин,Универсал,Передний привод,КОЖА,АКПП,Хорошее,1718987.342,1249000
3723,2,T,M,B,2,2,9,1.4,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Отличное,4495555.556,4110000
3724,12,4,T,1,2,9,4,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2837179.487,2333000
3725,2,K,N,A,2,1,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,3155056.18,3210000
3726,8,K,N,M,1,0,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2247435.897,1973000
3727,16,J,A,4,3,8,5,3,Бензин-Газ,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,2350602.41,1900000
3728,5,4,T,4,4,1,8,2.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,4357303.371,4099000
3729,11,X,7,M,4,3,6,1.5,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1408974.359,911000
3730,9,K,L,1,8,5,4,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1983561.644,1814000
3731,3,Z,9,4,3,6,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2812048.193,2297000
3732,17,W,V,W,6,4,1,1.8,Бензин-Газ,Минивэн,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1696551.724,1000000
3733,5,K,L,1,4,0,6,1.6,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,1628571.429,1636000
3734,4,Z,9,4,7,3,2,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2624719.101,2470000
3735,13,W,D,B,8,2,7,3.7,Бензин-Газ,Седан,Задний привод,КОЖА,АКПП,Хорошее,3315476.19,2818000
3736,10,J,N,8,1,5,8,3.5,Бензин-Газ,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,2855696.203,2422000
3737,1,J,T,M,2,8,9,4.6,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Удовлетворительное,22664835.16,23059000
3738,4,X,7,L,8,9,5,2,Бензин,Кроссовер,Передний привод,КОЖА,АКПП,Хорошее,3643820.225,3200000
3739,12,J,T,H,0,7,2,3.3,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Хорошее,3262025.316,2695000
3740,8,6,T,1,8,5,5,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Отличное,3574444.444,3087000
3741,3,J,M,B,6,9,8,1.8,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Хорошее,4490476.19,4101000
3742,6,J,N,1,6,8,0,3.5,Бензин-Газ,Кроссовер,Полный привод,КОЖА,АКПП,Отличное,6074117.647,4500000
3743,9,W,B,A,4,6,8,3,Бензин,Седан,Полный привод,КОЖА,АКПП,Хорошее,4509523.81,4500000
3744,14,W,V,W,4,0,4,2,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1703658.537,1400000
3745,9,4,T,1,8,2,7,2.4,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3453846.154,2853000
3746,2,Z,9,4,5,1,8,1.4,Бензин-Газ,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Отличное,2434444.444,2745000
3747,9,J,T,N,1,1,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,2398809.524,2251000
3748,10,J,H,M,3,1,6,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,1966666.667,1901000
3749,9,J,M,B,9,2,5,2.4,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,4074390.244,2607000
3750,13,K,M,H,6,2,8,2.9,Дизель,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,2789285.714,2584000
3751,14,4,T,1,5,1,4,3,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2588461.538,2009000
3752,3,V,F,3,4,4,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2975308.642,2500000
3753,1,X,W,E,8,0,8,2,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,6567058.824,5610000
3754,2,5,T,D,0,1,5,3.5,Бензин-Газ,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,14371910.11,12505000
3755,9,J,F,1,4,0,1,2.5,Бензин,Седан,Полный привод,КОЖА,АКПП,Хорошее,2939285.714,2852000
3756,11,J,M,Z,5,2,6,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1874390.244,1893000
3757,11,4,T,1,6,9,0,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3125641.026,2260000
3758,7,4,T,1,0,7,2,2.4,Гибрид,Седан,Передний привод,КОЖА,АКПП,Хорошее,4007142.857,3175000
3759,15,J,T,D,8,1,3,2.4,Бензин,Седан,Передний привод,КОЖА,МКПП,Удовлетворительное,2463953.488,1900000
3760,3,K,N,A,9,0,0,2,Бензин,Седан,Передний привод,КОЖА,АКПП,Отличное,4372631.579,4183000
3761,17,J,S,3,5,5,0,2.5,Бензин,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,1915662.651,1650000
3762,4,J,T,N,1,6,6,2.5,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,5865934.066,5665000
3763,12,W,V,G,6,4,1,3.2,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,3289534.884,2822000
3764,3,K,L,1,4,6,1,1.8,Бензин-Газ,Минивэн,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,4383333.333,3560000
3765,7,J,F,2,1,5,6,2.5,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,4517283.951,4039000
3766,1,Z,9,4,0,2,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3425925.926,2781000
3767,8,J,T,H,1,7,9,3.5,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Отличное,5046666.667,4725000
3768,9,J,T,H,9,2,5,3.5,Бензин,Седан,Полный привод,КОЖА,АКПП,Удовлетворительное,5013953.488,4851000
3769,10,J,F,1,2,0,4,2.5,Бензин,Универсал,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,3457692.308,2705000
3770,6,K,N,A,6,3,9,2,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,4258974.359,3208000
3771,3,S,B,1,7,4,6,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,5243333.333,4767000
3772,5,Z,9,4,2,1,4,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2797530.864,2299000
3773,11,J,T,D,0,9,6,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,2056164.384,1500000
3774,6,4,T,1,6,3,5,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,3236144.578,2500000
3775,4,A,H,T,0,4,0,3,Дизель,Пикап,Полный привод,КОЖА,АКПП,Хорошее,8275280.899,7100000
3776,3,X,W,7,9,4,2,2.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,6232183.908,5500000
3777,8,K,M,H,1,7,3,2,Газ,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2349382.716,1627000
3778,14,W,V,W,2,7,2,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1573076.923,1470000
3779,16,W,D,B,5,6,2,2.6,Бензин,Седан,Задний привод,ВЕЛЮР,АКПП,Удовлетворительное,2225287.356,1800000
3780,15,K,M,H,7,4,2,2.5,Дизель,Внедорожник,Полный привод,КОЖА,АКПП,Удовлетворительное,2325925.926,1992000
3781,9,J,N,1,9,8,1,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,1992592.593,1651000
3782,9,J,F,1,6,5,9,1.5,Бензин,Хэтчбек/Лифтбек,Полный привод,ВЕЛЮР,АКПП,Хорошее,2464285.714,2500000
3783,9,J,F,1,0,6,5,2.5,Бензин,Седан,Полный привод,КОЖА,АКПП,Удовлетворительное,3179069.767,3056000
3784,12,4,T,1,9,9,2,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,2694186.047,2452000
3785,8,J,T,D,7,8,9,1.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2664102.564,2250000
3786,6,J,T,E,3,8,8,2.7,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,9314285.714,8210000
3787,14,J,T,E,2,9,1,4.2,Дизель,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,5297619.048,4700000
3788,10,W,D,D,4,4,2,3.5,Бензин-Газ,Седан,Задний привод,КОЖА,АКПП,Отличное,5737647.059,4700000
3789,15,J,T,D,9,5,3,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,2350588.235,2118000
3790,10,M,R,1,3,8,0,2.7,Бензин-Газ,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,5373076.923,4485000
3791,8,J,T,N,1,9,5,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2612195.122,2506000
3792,15,J,T,J,4,9,2,3,Бензин-Газ,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,3020930.233,2668000
3793,4,K,N,M,5,6,3,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2424691.358,2159000
3794,14,W,V,W,6,8,2,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1338157.895,1200000
3795,6,K,M,H,6,9,3,1.6,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2875280.899,2531000
3796,6,5,U,X,5,4,7,3,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,10095238.1,9300000
3797,15,J,F,1,0,7,5,2.5,Бензин,Универсал,Полный привод,ВЕЛЮР,АКПП,Хорошее,1848809.524,1758000
3798,1,Z,8,T,4,5,9,3,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Отличное,10053333.33,8436000
3799,8,J,T,N,1,1,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2601176.471,2502000
3800,11,J,M,7,5,0,6,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2126923.077,1600000
3801,10,J,T,H,7,0,8,3,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,3994186.047,3447000
3802,2,K,N,A,7,3,7,1.3,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2308045.977,2300000
3803,12,J,H,M,3,4,7,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,2345238.095,2294000
3804,7,T,M,B,0,0,5,1.8,Бензин,Хэтчбек/Лифтбек,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Хорошее,3334117.647,3000000
3805,4,K,M,H,4,6,6,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Отличное,3186206.897,3089000
3806,2,N,M,T,3,6,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,4783132.53,4500000
3807,12,J,T,J,6,9,0,3.3,Бензин,Кроссовер,Передний привод,КОЖА,АКПП,Отличное,4404444.444,3762000
3808,10,W,A,U,6,7,0,2,Бензин,Седан,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,2688888.889,2237000
3809,12,4,T,1,4,1,1,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,2611904.762,2226000
3810,4,K,L,1,1,7,3,1.8,Бензин,Седан,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Хорошее,2815476.19,2546000
3811,9,J,T,E,1,1,5,3.5,Бензин,Кроссовер,Передний привод,КОЖА,АКПП,Хорошее,6017721.519,5173000
3812,2,X,W,7,0,7,3,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Отличное,6792000,7254000
3813,12,6,T,1,5,1,1,3,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2975581.395,2180000
3814,4,6,T,1,8,4,2,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,5767032.967,4601000
3815,4,6,T,1,2,9,4,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,6070786.517,4871000
3816,1,Z,9,4,9,5,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,3644827.586,3209000
3817,14,S,J,N,5,1,4,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1819480.519,1445000
3818,9,T,M,B,7,0,0,1.2,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1634210.526,1200000
3819,6,4,T,1,0,7,6,2.5,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,4313953.488,4085000
3820,14,W,D,B,6,8,2,2.6,Бензин,Седан,Задний привод,ВЕЛЮР,АКПП,Удовлетворительное,2748780.488,2006000
3821,4,X,7,L,8,9,5,2,Бензин,Кроссовер,Передний привод,КОЖА,АКПП,Удовлетворительное,3517582.418,2960000
3822,13,W,V,W,5,1,2,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1861842.105,1600000
3823,13,J,F,1,9,1,0,2,Бензин,Универсал,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,2621951.22,2209000
3824,5,X,W,8,6,4,9,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Хорошее,2871428.571,2293000
3825,13,J,T,H,5,9,5,3,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2993023.256,2488000
3826,2,N,M,T,9,6,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,4742391.304,4500000
3827,6,K,M,H,6,7,7,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2923595.506,2562000
3828,13,T,M,B,7,2,2,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1068292.683,1282000
3829,13,W,B,A,8,5,9,2.2,Бензин,Седан,Задний привод,ВЕЛЮР,АКПП,Хорошее,2302531.646,1800000
3830,7,W,A,U,2,1,9,3.6,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,7472619.048,8087000
3831,9,4,T,1,0,9,5,3.5,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,4068604.651,3797000
3832,11,J,M,B,0,3,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,1475000,1300000
3833,8,6,T,1,0,0,2,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3762820.513,2846000
3834,7,S,B,1,8,3,3,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,4010975.61,3506000
3835,3,Z,9,4,5,6,3,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3070512.821,2794000
3836,6,5,T,D,1,3,0,2.7,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Хорошее,6925316.456,6800000
3837,9,K,L,1,2,0,7,1.6,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,1523809.524,1400000
3838,13,J,N,8,6,8,8,3.5,Бензин,Кроссовер,Передний привод,КОЖА,АКПП,Хорошее,2502380.952,2113000
3839,10,K,N,E,1,3,3,1.1,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1515662.651,1100000
3840,5,K,L,1,8,2,4,1.4,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,1601190.476,1394000
3841,15,J,T,E,7,0,1,2,Бензин-Газ,Кроссовер,Передний привод,КОЖА,АКПП,Хорошее,2773809.524,2400000
3842,9,K,M,H,4,3,5,2.4,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,2301282.051,1901000
3843,6,2,T,2,8,1,2,3.5,Бензин-Газ,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,10366666.67,8721000
3844,14,S,B,1,2,7,1,1.8,Бензин,Универсал,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1936585.366,1700000
3845,9,J,T,M,6,2,7,2,Бензин-Газ,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,4562820.513,4058000
3846,10,X,4,X,6,0,4,3,Бензин-Газ,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,3655813.953,3374000
3847,19,W,V,W,4,6,4,1.8,Бензин-Газ,Универсал,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1178313.253,950000
3848,1,X,W,7,4,7,8,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,8649450.549,8170000
3849,1,Z,9,4,4,8,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3778205.128,3070000
3850,2,X,W,8,1,0,5,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Отличное,4181111.111,4100000
3851,11,M,R,1,0,9,3,4,Бензин,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,5339743.59,4623000
3852,5,K,M,H,2,4,5,2,Бензин-Газ,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,4815476.19,5100000
3853,4,T,M,B,3,7,8,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3230769.231,2600000
3854,9,J,F,1,9,4,3,2.5,Бензин,Седан,Полный привод,КОЖА,АКПП,Удовлетворительное,2927160.494,2822000
3855,4,X,7,L,1,8,5,1.4,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1562820.513,1593000
3856,11,J,T,J,9,7,9,3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,5172093.023,4336000
3857,11,J,T,E,6,4,2,4.7,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Удовлетворительное,7311111.111,6092000
3858,0,V,F,3,1,5,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,4659340.659,4300000
3859,14,J,T,H,9,7,3,3,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,3004054.054,2095000
3860,2,X,W,B,3,3,4,1.5,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,2360674.157,1900000
3861,19,J,N,L,4,3,0,3,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1123076.923,1000000
3862,6,J,N,1,8,1,6,3.7,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Отличное,8904210.526,8400000
